Symbol,Available_Shares,Last_Updated
AKRK,10000,2024-12-11T19:45:03+00:00
AKRO,1900000,2024-12-11T19:45:03+00:00
AKTAF,800000,2024-12-11T19:45:03+00:00
AKTS,2900000,2024-12-11T19:45:03+00:00
AKTX,95000,2024-12-11T19:45:03+00:00
AKVA,600000,2024-12-11T19:45:03+00:00
AKYA,350000,2024-12-11T19:45:03+00:00
AKYI,5600000,2024-12-11T19:45:03+00:00
AKZOY,20000,2024-12-11T19:45:03+00:00
AL,2600000,2024-12-11T19:45:03+00:00
ALAB,2000000,2024-12-11T19:45:03+00:00
ALAR,100000,2024-12-11T19:45:03+00:00
ALB,100000,2024-12-11T19:45:03+00:00
ALB PRA,1400000,2024-12-11T19:45:03+00:00
ALBBY,2000,2024-12-11T19:45:03+00:00
ALBKY,350000,2024-12-11T19:45:03+00:00
ALBT,4000,2024-12-11T19:45:03+00:00
ALBY,10000,2024-12-11T19:45:03+00:00
ALC,600000,2024-12-11T19:45:03+00:00
ALCE,90000,2024-12-11T19:45:03+00:00
ALCO,200000,2024-12-11T19:45:03+00:00
ALCUF,150000,2024-12-11T19:45:03+00:00
ALCY,3000,2024-12-11T19:45:03+00:00
ALCYU,100,2024-12-11T19:45:03+00:00
ALDFU,1400000,2024-12-11T19:45:03+00:00
ALDS,350000,2024-12-11T19:45:03+00:00
ALDVF,300,2024-12-11T19:45:03+00:00
ALDX,1300000,2024-12-11T19:45:03+00:00
ALE,1300000,2024-12-11T19:45:03+00:00
ALEAF,1100000,2024-12-11T19:45:03+00:00
ALEC,950000,2024-12-11T19:45:03+00:00
ALEX,1600000,2024-12-11T19:45:03+00:00
ALF,2800000,2024-12-11T19:45:03+00:00
ALFIQ,300000,2024-12-11T19:45:03+00:00
ALFUU,1000,2024-12-11T19:45:03+00:00
ALFVY,55000,2024-12-11T19:45:03+00:00
ALG,300000,2024-12-11T19:45:03+00:00
ALGGY,5000,2024-12-11T19:45:03+00:00
ALGM,3700000,2024-12-11T19:45:03+00:00
ALGN,1900000,2024-12-11T19:45:03+00:00
ALGS,10000,2024-12-11T19:45:03+00:00
ALGT,800000,2024-12-11T19:45:03+00:00
ALHC,3600000,2024-12-11T19:45:03+00:00
ALID,200000,2024-12-11T19:45:03+00:00
ALIF,60000,2024-12-11T19:45:03+00:00
ALIT,10000000,2024-12-11T19:45:03+00:00
ALIZY,45000,2024-12-11T19:45:03+00:00
ALK,3500000,2024-12-11T19:45:03+00:00
ALKM,10000000,2024-12-11T19:45:03+00:00
ALKN,35000,2024-12-11T19:45:03+00:00
ALKS,8800000,2024-12-11T19:45:03+00:00
ALKT,1500000,2024-12-11T19:45:03+00:00
ALL,10000000,2024-12-11T19:45:03+00:00
ALL PRB,600000,2024-12-11T19:45:03+00:00
ALL PRH,150000,2024-12-11T19:45:03+00:00
ALL PRI,25000,2024-12-11T19:45:03+00:00
ALL PRJ,85000,2024-12-11T19:45:03+00:00
ALLE,1900000,2024-12-11T19:45:03+00:00
ALLGF,50000,2024-12-11T19:45:03+00:00
ALLK,1200000,2024-12-11T19:45:03+00:00
ALLO,700000,2024-12-11T19:45:03+00:00
ALLR,150000,2024-12-11T19:45:03+00:00
ALLT,1100000,2024-12-11T19:45:03+00:00
ALLY,10000000,2024-12-11T19:45:03+00:00
ALME,450000,2024-12-11T19:45:03+00:00
ALMS,50000,2024-12-11T19:45:03+00:00
ALMTF,75000,2024-12-11T19:45:03+00:00
ALMU,150000,2024-12-11T19:45:03+00:00
ALNPY,5000,2024-12-11T19:45:03+00:00
ALNT,350000,2024-12-11T19:45:03+00:00
ALNY,2900000,2024-12-11T19:45:03+00:00
ALOD,5000,2024-12-11T19:45:03+00:00
ALOT,750000,2024-12-11T19:45:03+00:00
ALPE,50000,2024-12-11T19:45:03+00:00
ALPIB,1000,2024-12-11T19:45:03+00:00
ALPMY,20000,2024-12-11T19:45:03+00:00
ALPP,1000000,2024-12-11T19:45:03+00:00
ALRM,1400000,2024-12-11T19:45:03+00:00
ALRN,650000,2024-12-11T19:45:03+00:00
ALRS,350000,2024-12-11T19:45:03+00:00
ALRTF,300000,2024-12-11T19:45:03+00:00
ALRY,2100000,2024-12-11T19:45:03+00:00
ALSA,100000,2024-12-11T19:45:03+00:00
ALSI,15000,2024-12-11T19:45:03+00:00
ALSMY,150000,2024-12-11T19:45:03+00:00
ALSN,2200000,2024-12-11T19:45:03+00:00
ALST,1300000,2024-12-11T19:45:03+00:00
ALT,85000,2024-12-11T19:45:03+00:00
ALTD,200000,2024-12-11T19:45:03+00:00
ALTG,800000,2024-12-11T19:45:03+00:00
ALTG PRA,20000,2024-12-11T19:45:03+00:00
ALTI,600000,2024-12-11T19:45:03+00:00
ALTL,8000,2024-12-11T19:45:03+00:00
ALTM,10000000,2024-12-11T19:45:03+00:00
ALTO,5400000,2024-12-11T19:45:03+00:00
ALTO.OLD1,2500000,2024-12-11T19:45:03+00:00
ALTR,1500000,2024-12-11T19:45:03+00:00
ALTS,500000,2024-12-11T19:45:03+00:00
ALTX,65000,2024-12-11T19:45:03+00:00
ALTY,30000,2024-12-11T19:45:03+00:00
ALUR,5600000,2024-12-11T19:45:03+00:00
ALV,1000000,2024-12-11T19:45:03+00:00
ALVLF,600000,2024-12-11T19:45:03+00:00
ALVO,100000,2024-12-11T19:45:03+00:00
ALVOF,100000,2024-12-11T19:45:03+00:00
ALVR,150000,2024-12-11T19:45:03+00:00
ALVRQ,80000,2024-12-11T19:45:03+00:00
ALX,35000,2024-12-11T19:45:03+00:00
ALXO,1800000,2024-12-11T19:45:03+00:00
ALYAF,10000,2024-12-11T19:45:03+00:00
ALYI,10000000,2024-12-11T19:45:03+00:00
ALZN,400000,2024-12-11T19:45:03+00:00
AM,7700000,2024-12-11T19:45:03+00:00
AMADY,800,2024-12-11T19:45:03+00:00
AMAL,600000,2024-12-11T19:45:03+00:00
AMAT,10000000,2024-12-11T19:45:03+00:00
AMAX,100,2024-12-11T19:45:03+00:00
AMBA,850000,2024-12-11T19:45:03+00:00
AMBC,1600000,2024-12-11T19:45:03+00:00
AMBD,1200000,2024-12-11T19:45:03+00:00
AMBI,25000,2024-12-11T19:45:03+00:00
AMBK,400,2024-12-11T19:45:03+00:00
AMBO,85000,2024-12-11T19:45:03+00:00
AMBP,8000000,2024-12-11T19:45:03+00:00
AMBS,10000000,2024-12-11T19:45:03+00:00
AMBZ,300000,2024-12-11T19:45:03+00:00
AMC,80000,2024-12-11T19:45:03+00:00
AMCF,30000,2024-12-11T19:45:03+00:00
AMCG,350000,2024-12-11T19:45:03+00:00
AMCO,100000,2024-12-11T19:45:03+00:00
AMCR,6100000,2024-12-11T19:45:03+00:00
AMCT,65000,2024-12-11T19:45:03+00:00
AMCX,350000,2024-12-11T19:45:03+00:00
AMD,10000000,2024-12-11T19:45:03+00:00
AMDL,1400000,2024-12-11T19:45:03+00:00
AMDS,7000,2024-12-11T19:45:03+00:00
AMDY,350000,2024-12-11T19:45:03+00:00
AME,9600000,2024-12-11T19:45:03+00:00
AMED,2100000,2024-12-11T19:45:03+00:00
AMFC,10000,2024-12-11T19:45:03+00:00
AMFL,35000,2024-12-11T19:45:03+00:00
AMG,1000000,2024-12-11T19:45:03+00:00
AMGC,5000,2024-12-11T19:45:03+00:00
AMGN,4600000,2024-12-11T19:45:03+00:00
AMGU,10000,2024-12-11T19:45:03+00:00
AMGY,250000,2024-12-11T19:45:03+00:00
AMH,10000000,2024-12-11T19:45:03+00:00
AMH PRG,55000,2024-12-11T19:45:03+00:00
AMH PRH,45000,2024-12-11T19:45:03+00:00
AMHC.OLD1,8000,2024-12-11T19:45:03+00:00
AMHD,20000,2024-12-11T19:45:03+00:00
AMHGQ,200000,2024-12-11T19:45:03+00:00
AMIGY,3000,2024-12-11T19:45:03+00:00
AMIH,900000,2024-12-11T19:45:03+00:00
AMIN,40000,2024-12-11T19:45:03+00:00
AMIX,20000,2024-12-11T19:45:03+00:00
AMJB,550000,2024-12-11T19:45:03+00:00
AMKBY,350000,2024-12-11T19:45:03+00:00
AMKR,3800000,2024-12-11T19:45:03+00:00
AMLH,10000000,2024-12-11T19:45:03+00:00
AMLI,1400000,2024-12-11T19:45:03+00:00
AMLM,2400000,2024-12-11T19:45:03+00:00
AMLP,1400000,2024-12-11T19:45:03+00:00
AMLX,1900000,2024-12-11T19:45:03+00:00
AMMJ,1200000,2024-12-11T19:45:03+00:00
AMMPF,2200000,2024-12-11T19:45:03+00:00
AMMX,150000,2024-12-11T19:45:03+00:00
AMN,1400000,2024-12-11T19:45:03+00:00
AMNC,4000,2024-12-11T19:45:03+00:00
AMNCB,4000,2024-12-11T19:45:03+00:00
AMNE,10000000,2024-12-11T19:45:03+00:00
AMNF,2400000,2024-12-11T19:45:03+00:00
AMNI,200,2024-12-11T19:45:03+00:00
AMNP,4000,2024-12-11T19:45:03+00:00
AMOM,900,2024-12-11T19:45:03+00:00
AMP,2100000,2024-12-11T19:45:03+00:00
AMPD,65000,2024-12-11T19:45:03+00:00
AMPDF,400000,2024-12-11T19:45:03+00:00
AMPE,10000,2024-12-11T19:45:03+00:00
AMPH,800000,2024-12-11T19:45:03+00:00
AMPL,1300000,2024-12-11T19:45:03+00:00
AMPS,550000,2024-12-11T19:45:03+00:00
AMPW,75000,2024-12-11T19:45:03+00:00
AMPX,2000000,2024-12-11T19:45:03+00:00
AMPY,6000000,2024-12-11T19:45:03+00:00
AMQFF,100000,2024-12-11T19:45:03+00:00
AMR,950000,2024-12-11T19:45:03+00:00
AMRA,300000,2024-12-11T19:45:03+00:00
AMRC,250000,2024-12-11T19:45:03+00:00
AMRK,1800000,2024-12-11T19:45:03+00:00
AMRN,7900000,2024-12-11T19:45:03+00:00
AMRRY,10000,2024-12-11T19:45:03+00:00
AMRU,1500000,2024-12-11T19:45:03+00:00
AMRX,10000000,2024-12-11T19:45:03+00:00
AMS,150000,2024-12-11T19:45:03+00:00
AMSC,700000,2024-12-11T19:45:03+00:00
AMSE,1000000,2024-12-11T19:45:03+00:00
AMSF,1300000,2024-12-11T19:45:03+00:00
AMSSY,1000,2024-12-11T19:45:03+00:00
AMST,55000,2024-12-11T19:45:03+00:00
AMSU,600,2024-12-11T19:45:03+00:00
AMT,10000000,2024-12-11T19:45:03+00:00
AMTB,1200000,2024-12-11T19:45:03+00:00
AMTD,250000,2024-12-11T19:45:03+00:00
AMTM,3100000,2024-12-11T19:45:03+00:00
AMTPQ,900,2024-12-11T19:45:03+00:00
AMTX,1500000,2024-12-11T19:45:03+00:00
AMTY,2200000,2024-12-11T19:45:03+00:00
AMUB,200,2024-12-11T19:45:03+00:00
AMUG,100000,2024-12-11T19:45:03+00:00
AMWD,450000,2024-12-11T19:45:03+00:00
AMWL,200000,2024-12-11T19:45:03+00:00
AMWW,3000,2024-12-11T19:45:03+00:00
AMX,1300000,2024-12-11T19:45:03+00:00
AMXIQ,40000,2024-12-11T19:45:03+00:00
AMXX,10000,2024-12-11T19:45:03+00:00
AMYZF,3600000,2024-12-11T19:45:03+00:00
AMZA,100000,2024-12-11T19:45:03+00:00
AMZD,30000,2024-12-11T19:45:03+00:00
AMZN,10000000,2024-12-11T19:45:03+00:00
AMZO,15000,2024-12-11T19:45:03+00:00
AMZP,15000,2024-12-11T19:45:03+00:00
AMZU,40000,2024-12-11T19:45:03+00:00
AMZY,150000,2024-12-11T19:45:03+00:00
AMZZ,70000,2024-12-11T19:45:03+00:00
AN,850000,2024-12-11T19:45:03+00:00
ANAB,400000,2024-12-11T19:45:03+00:00
ANCE,850000,2024-12-11T19:45:03+00:00
ANCTF,2300000,2024-12-11T19:45:03+00:00
ANDE,400000,2024-12-11T19:45:03+00:00
ANDI,10000000,2024-12-11T19:45:03+00:00
ANDN,550000,2024-12-11T19:45:03+00:00
ANDR,800000,2024-12-11T19:45:03+00:00
ANEB,300000,2024-12-11T19:45:03+00:00
ANET,10000000,2024-12-11T19:45:03+00:00
ANEW,1000,2024-12-11T19:45:03+00:00
ANF,1300000,2024-12-11T19:45:03+00:00
ANFD,4000,2024-12-11T19:45:03+00:00
ANFIF,30000,2024-12-11T19:45:03+00:00
ANG PRA,250000,2024-12-11T19:45:03+00:00
ANG PRB,15000,2024-12-11T19:45:03+00:00
ANGH,150000,2024-12-11T19:45:03+00:00
ANGI,5200000,2024-12-11T19:45:03+00:00
ANGL,450000,2024-12-11T19:45:03+00:00
ANGO,2600000,2024-12-11T19:45:03+00:00
ANGPY,450000,2024-12-11T19:45:03+00:00
ANGVF,60000,2024-12-11T19:45:03+00:00
ANGYF,200000,2024-12-11T19:45:03+00:00
ANICF,40000,2024-12-11T19:45:03+00:00
ANIK,250000,2024-12-11T19:45:03+00:00
ANIOY,1000,2024-12-11T19:45:03+00:00
ANIP,300000,2024-12-11T19:45:03+00:00
ANIX,900000,2024-12-11T19:45:03+00:00
ANKOF,15000,2024-12-11T19:45:03+00:00
ANL,15000,2024-12-11T19:45:03+00:00
ANLDF,2400000,2024-12-11T19:45:03+00:00
ANMP,900,2024-12-11T19:45:03+00:00
ANNO,15000,2024-12-11T19:45:03+00:00
ANNX,250000,2024-12-11T19:45:03+00:00
ANPMF,75000,2024-12-11T19:45:03+00:00
ANRO,45000,2024-12-11T19:45:03+00:00
ANSC,750000,2024-12-11T19:45:03+00:00
ANSS,2200000,2024-12-11T19:45:03+00:00
ANSU,20000,2024-12-11T19:45:03+00:00
ANTE,300000,2024-12-11T19:45:03+00:00
ANTH,100000,2024-12-11T19:45:03+00:00
ANTX,2100000,2024-12-11T19:45:03+00:00
ANVS,150000,2024-12-11T19:45:03+00:00
ANVS.OLD1,10000,2024-12-11T19:45:03+00:00
ANY,2900000,2024-12-11T19:45:03+00:00
ANYYY,5000,2024-12-11T19:45:03+00:00
ANZGY,55000,2024-12-11T19:45:03+00:00
ANZLY,2000,2024-12-11T19:45:03+00:00
AOA,80000,2024-12-11T19:45:03+00:00
AOBI,400,2024-12-11T19:45:03+00:00
AOD,800000,2024-12-11T19:45:03+00:00
AOGO,150000,2024-12-11T19:45:03+00:00
AOGSQ,300000,2024-12-11T19:45:03+00:00
AOIFF,1100000,2024-12-11T19:45:03+00:00
AOK,15000,2024-12-11T19:45:03+00:00
AOLS,200000,2024-12-11T19:45:03+00:00
AOM,2000,2024-12-11T19:45:03+00:00
AOMN,85000,2024-12-11T19:45:03+00:00
AOMR,150000,2024-12-11T19:45:03+00:00
AON,5600000,2024-12-11T19:45:03+00:00
AONC,1000,2024-12-11T19:45:03+00:00
AONNY,15000,2024-12-11T19:45:03+00:00
AOOR,2600000,2024-12-11T19:45:03+00:00
AOR,30000,2024-12-11T19:45:03+00:00
AOREF,1000,2024-12-11T19:45:03+00:00
AORT,250000,2024-12-11T19:45:03+00:00
AOS,2100000,2024-12-11T19:45:03+00:00
AOSL,500000,2024-12-11T19:45:03+00:00
AOTG,200,2024-12-11T19:45:03+00:00
AOTL,600000,2024-12-11T19:45:03+00:00
AOTVF,3500000,2024-12-11T19:45:03+00:00
AOUT,300000,2024-12-11T19:45:03+00:00
AOVTF,1000000,2024-12-11T19:45:03+00:00
AOXG,55000,2024-12-11T19:45:03+00:00
AOXY,1000,2024-12-11T19:45:03+00:00
AP,150000,2024-12-11T19:45:03+00:00
APA,4700000,2024-12-11T19:45:03+00:00
APAAF,1300000,2024-12-11T19:45:03+00:00
APAM,1100000,2024-12-11T19:45:03+00:00
APCB,4000,2024-12-11T19:45:03+00:00
APCX,850000,2024-12-11T19:45:03+00:00
APD,3700000,2024-12-11T19:45:03+00:00
APDN,1200000,2024-12-11T19:45:03+00:00
APDTQ,3100000,2024-12-11T19:45:03+00:00
APEI,300000,2024-12-11T19:45:03+00:00
APELY,900,2024-12-11T19:45:03+00:00
APEMY,200,2024-12-11T19:45:03+00:00
APETF,350000,2024-12-11T19:45:03+00:00
APG,10000000,2024-12-11T19:45:03+00:00
APGE,450000,2024-12-11T19:45:03+00:00
APGI,250000,2024-12-11T19:45:03+00:00
APGOF,200000,2024-12-11T19:45:03+00:00
APH,10000000,2024-12-11T19:45:03+00:00
APHD,200,2024-12-11T19:45:03+00:00
APHG,1000,2024-12-11T19:45:03+00:00
APHP,100000,2024-12-11T19:45:03+00:00
APHYQ,350000,2024-12-11T19:45:03+00:00
API,8300000,2024-12-11T19:45:03+00:00
APIE,10000,2024-12-11T19:45:03+00:00
APLD,2000000,2024-12-11T19:45:03+00:00
APLE,10000000,2024-12-11T19:45:03+00:00
APLIF,650000,2024-12-11T19:45:03+00:00
APLM,4000,2024-12-11T19:45:03+00:00
APLO,700,2024-12-11T19:45:03+00:00
APLS,2100000,2024-12-11T19:45:03+00:00
APLT,2800000,2024-12-11T19:45:03+00:00
APLY,65000,2024-12-11T19:45:03+00:00
APM,100000,2024-12-11T19:45:03+00:00
APMCF,55000,2024-12-11T19:45:03+00:00
APNHY,800,2024-12-11T19:45:03+00:00
APNN,3000,2024-12-11T19:45:03+00:00
APO,10000000,2024-12-11T19:45:03+00:00
APO PRA,1400000,2024-12-11T19:45:03+00:00
APOC,8000,2024-12-11T19:45:03+00:00
APOG,350000,2024-12-11T19:45:03+00:00
APOS,9000,2024-12-11T19:45:03+00:00
APP,7900000,2024-12-11T19:45:03+00:00
APPF,500000,2024-12-11T19:45:03+00:00
APPG,10000000,2024-12-11T19:45:03+00:00
APPN,500000,2024-12-11T19:45:03+00:00
APPS,6000000,2024-12-11T19:45:03+00:00
APPZ,10000000,2024-12-11T19:45:03+00:00
APRAF,10000,2024-12-11T19:45:03+00:00
APRD,1000,2024-12-11T19:45:03+00:00
APRE,100000,2024-12-11T19:45:03+00:00
APRH,4000,2024-12-11T19:45:03+00:00
APRJ,1000,2024-12-11T19:45:03+00:00
APRO,100000,2024-12-11T19:45:03+00:00
APRP,800,2024-12-11T19:45:03+00:00
APRQ,1000,2024-12-11T19:45:03+00:00
APRT,1000,2024-12-11T19:45:03+00:00
APRU,6000000,2024-12-11T19:45:03+00:00
APRW,15000,2024-12-11T19:45:03+00:00
APRZ,20000,2024-12-11T19:45:03+00:00
APSI,15000,2024-12-11T19:45:03+00:00
APT,550000,2024-12-11T19:45:03+00:00
APTL,100,2024-12-11T19:45:03+00:00
APTO,7000000,2024-12-11T19:45:03+00:00
APTV,7400000,2024-12-11T19:45:03+00:00
APTY,10000000,2024-12-11T19:45:03+00:00
APVO,10000,2024-12-11T19:45:03+00:00
APVS,550000,2024-12-11T19:45:03+00:00
APWC,300000,2024-12-11T19:45:03+00:00
APXR,100000,2024-12-11T19:45:03+00:00
APYP,3800000,2024-12-11T19:45:03+00:00
APYX,350000,2024-12-11T19:45:03+00:00
AQAS,1000,2024-12-11T19:45:03+00:00
AQB,95000,2024-12-11T19:45:03+00:00
AQMS,50000,2024-12-11T19:45:03+00:00
AQMT,100,2024-12-11T19:45:03+00:00
AQN,4700000,2024-12-11T19:45:03+00:00
AQNB,55000,2024-12-11T19:45:03+00:00
AQNM,40000,2024-12-11T19:45:03+00:00
AQST,2800000,2024-12-11T19:45:03+00:00
AQSZF,100000,2024-12-11T19:45:03+00:00
AQU,55000,2024-12-11T19:45:03+00:00
AQUI,2000,2024-12-11T19:45:03+00:00
AQUM,10000000,2024-12-11T19:45:03+00:00
AQVB,20000,2024-12-11T19:45:03+00:00
AQWA,3000,2024-12-11T19:45:03+00:00
AR,9400000,2024-12-11T19:45:03+00:00
ARAO,2000,2024-12-11T19:45:03+00:00
ARAT,8000,2024-12-11T19:45:03+00:00
ARAY,5700000,2024-12-11T19:45:03+00:00
ARB,10000,2024-12-11T19:45:03+00:00
ARBB,100000,2024-12-11T19:45:03+00:00
ARBE,800000,2024-12-11T19:45:03+00:00
ARBK,350000,2024-12-11T19:45:03+00:00
ARBKF,10000000,2024-12-11T19:45:03+00:00
ARBKL,150000,2024-12-11T19:45:03+00:00
ARBTF,20000,2024-12-11T19:45:03+00:00
ARBU,100,2024-12-11T19:45:03+00:00
ARBV,400000,2024-12-11T19:45:03+00:00
ARCAY,200,2024-12-11T19:45:03+00:00
ARCB,550000,2024-12-11T19:45:03+00:00
ARCC,1800000,2024-12-11T19:45:03+00:00
ARCH,200000,2024-12-11T19:45:03+00:00
ARCO,1000000,2024-12-11T19:45:03+00:00
ARCS,2400000,2024-12-11T19:45:03+00:00
ARCT,250000,2024-12-11T19:45:03+00:00
ARDC,150000,2024-12-11T19:45:03+00:00
ARDS,600000,2024-12-11T19:45:03+00:00
ARDT,250000,2024-12-11T19:45:03+00:00
ARDX,8800000,2024-12-11T19:45:03+00:00
ARE,3700000,2024-12-11T19:45:03+00:00
AREB,45000,2024-12-11T19:45:03+00:00
AREC,200000,2024-12-11T19:45:03+00:00
AREM,1100000,2024-12-11T19:45:03+00:00
AREN,300000,2024-12-11T19:45:03+00:00
ARES,1300000,2024-12-11T19:45:03+00:00
ARES PRB,2300000,2024-12-11T19:45:03+00:00
ARET,45000,2024-12-11T19:45:03+00:00
ARGD,80000,2024-12-11T19:45:03+00:00
ARGGY,150000,2024-12-11T19:45:03+00:00
ARGL,10000,2024-12-11T19:45:03+00:00
ARGO PRA,100000,2024-12-11T19:45:03+00:00
ARGQ,150000,2024-12-11T19:45:03+00:00
ARGT,350000,2024-12-11T19:45:03+00:00
ARGTF,1100000,2024-12-11T19:45:03+00:00
ARGW,500,2024-12-11T19:45:03+00:00
ARGX,1400000,2024-12-11T19:45:03+00:00
ARGYF,200000,2024-12-11T19:45:03+00:00
ARHN,100000,2024-12-11T19:45:03+00:00
ARHS,850000,2024-12-11T19:45:03+00:00
ARHTQ,350000,2024-12-11T19:45:03+00:00
ARI,2800000,2024-12-11T19:45:03+00:00
ARIOQ,10000000,2024-12-11T19:45:03+00:00
ARIS,750000,2024-12-11T19:45:03+00:00
ARKA,300,2024-12-11T19:45:03+00:00
ARKAY,2000,2024-12-11T19:45:03+00:00
ARKB,5100000,2024-12-11T19:45:03+00:00
ARKC,1000,2024-12-11T19:45:03+00:00
ARKD,1000,2024-12-11T19:45:03+00:00
ARKF,250000,2024-12-11T19:45:03+00:00
ARKG,40000,2024-12-11T19:45:03+00:00
ARKK,15000,2024-12-11T19:45:03+00:00
ARKO,550000,2024-12-11T19:45:03+00:00
ARKQ,80000,2024-12-11T19:45:03+00:00
ARKR,200000,2024-12-11T19:45:03+00:00
ARKW,200000,2024-12-11T19:45:03+00:00
ARKX,200000,2024-12-11T19:45:03+00:00
ARKY,100,2024-12-11T19:45:03+00:00
ARL,20000,2024-12-11T19:45:03+00:00
ARLO,5700000,2024-12-11T19:45:03+00:00
ARLP,2300000,2024-12-11T19:45:03+00:00
ARLSF,2000,2024-12-11T19:45:03+00:00
ARLU,300,2024-12-11T19:45:03+00:00
ARLYF,95000,2024-12-11T19:45:03+00:00
ARM,1100000,2024-12-11T19:45:03+00:00
ARMC,200,2024-12-11T19:45:03+00:00
ARMK,9400000,2024-12-11T19:45:03+00:00
ARMN,400000,2024-12-11T19:45:03+00:00
ARMP,45000,2024-12-11T19:45:03+00:00
ARNI,1100000,2024-12-11T19:45:03+00:00
AROC,3400000,2024-12-11T19:45:03+00:00
AROW,150000,2024-12-11T19:45:03+00:00
ARP,600,2024-12-11T19:45:03+00:00
ARPC,4000,2024-12-11T19:45:03+00:00
ARQ,1100000,2024-12-11T19:45:03+00:00
ARQQ,1000,2024-12-11T19:45:03+00:00
ARQT,2800000,2024-12-11T19:45:03+00:00
ARR,100000,2024-12-11T19:45:03+00:00
ARR PRC,80000,2024-12-11T19:45:03+00:00
ARREF,2000000,2024-12-11T19:45:03+00:00
ARRNF,350000,2024-12-11T19:45:03+00:00
ARRT,1000,2024-12-11T19:45:03+00:00
ARRY,800000,2024-12-11T19:45:03+00:00
ARSC,1000,2024-12-11T19:45:03+00:00
ARSMF,600000,2024-12-11T19:45:03+00:00
ARTH,90000,2024-12-11T19:45:03+00:00
ARTL,200000,2024-12-11T19:45:03+00:00
ARTM,300000,2024-12-11T19:45:03+00:00
ARTNA,600000,2024-12-11T19:45:03+00:00
ARTNB,1000,2024-12-11T19:45:03+00:00
ARTR,10000000,2024-12-11T19:45:03+00:00
ARTS,8200000,2024-12-11T19:45:03+00:00
ARTV,250000,2024-12-11T19:45:03+00:00
ARTW,35000,2024-12-11T19:45:03+00:00
ARTY,6000,2024-12-11T19:45:03+00:00
ARVLF,150000,2024-12-11T19:45:03+00:00
ARVN,1600000,2024-12-11T19:45:03+00:00
ARVR,400,2024-12-11T19:45:03+00:00
ARVY,100000,2024-12-11T19:45:03+00:00
ARW,1500000,2024-12-11T19:45:03+00:00
ARWD,1200000,2024-12-11T19:45:03+00:00
ARWR,2000000,2024-12-11T19:45:03+00:00
ARWYF,250000,2024-12-11T19:45:03+00:00
ARXG,350000,2024-12-11T19:45:03+00:00
ARXRF,30000,2024-12-11T19:45:03+00:00
ARYC,150000,2024-12-11T19:45:03+00:00
ARYX,100000,2024-12-11T19:45:03+00:00
ARZGY,10000,2024-12-11T19:45:03+00:00
ARZTY,2000,2024-12-11T19:45:03+00:00
AS,1400000,2024-12-11T19:45:03+00:00
ASA,600000,2024-12-11T19:45:03+00:00
ASAB,10000000,2024-12-11T19:45:03+00:00
ASAI,65000,2024-12-11T19:45:03+00:00
ASAN,1700000,2024-12-11T19:45:03+00:00
ASAP.OLD1,25000,2024-12-11T19:45:03+00:00
ASAPQ,450000,2024-12-11T19:45:03+00:00
ASAV,1000,2024-12-11T19:45:03+00:00
ASAZY,100000,2024-12-11T19:45:03+00:00
ASB,3100000,2024-12-11T19:45:03+00:00
ASB PRE,35000,2024-12-11T19:45:03+00:00
ASB PRF,45000,2024-12-11T19:45:03+00:00
ASBA,5000,2024-12-11T19:45:03+00:00
ASBFY,2000,2024-12-11T19:45:03+00:00
ASC,650000,2024-12-11T19:45:03+00:00
ASCBF,20000,2024-12-11T19:45:03+00:00
ASCBQ,400000,2024-12-11T19:45:03+00:00
ASCC,10000,2024-12-11T19:45:03+00:00
ASCCY,10000,2024-12-11T19:45:03+00:00
ASCK,4100000,2024-12-11T19:45:03+00:00
ASCN,400,2024-12-11T19:45:03+00:00
ASCUF,1500000,2024-12-11T19:45:03+00:00
ASDRF,150000,2024-12-11T19:45:03+00:00
ASEA,80000,2024-12-11T19:45:03+00:00
ASEKY,200,2024-12-11T19:45:03+00:00
ASET,700,2024-12-11T19:45:03+00:00
ASFX,3000000,2024-12-11T19:45:03+00:00
ASFZ,150000,2024-12-11T19:45:03+00:00
ASG,550000,2024-12-11T19:45:03+00:00
ASGI,250000,2024-12-11T19:45:03+00:00
ASGLY,7000,2024-12-11T19:45:03+00:00
ASGN,1400000,2024-12-11T19:45:03+00:00
ASH,1800000,2024-12-11T19:45:03+00:00
ASHR,400000,2024-12-11T19:45:03+00:00
ASHS,100000,2024-12-11T19:45:03+00:00
ASHTY,55000,2024-12-11T19:45:03+00:00
ASHXF,95000,2024-12-11T19:45:03+00:00
ASIA,200,2024-12-11T19:45:03+00:00
ASII,4000,2024-12-11T19:45:03+00:00
ASIUQ,1300000,2024-12-11T19:45:03+00:00
ASIX,600000,2024-12-11T19:45:03+00:00
ASKE,10000000,2024-12-11T19:45:03+00:00
ASLE,1000000,2024-12-11T19:45:03+00:00
ASLM,1000,2024-12-11T19:45:03+00:00
ASM,4200000,2024-12-11T19:45:03+00:00
ASMB,450000,2024-12-11T19:45:03+00:00
ASMIY,4000,2024-12-11T19:45:03+00:00
ASML,2800000,2024-12-11T19:45:03+00:00
ASMVY,2000,2024-12-11T19:45:03+00:00
ASND,850000,2024-12-11T19:45:03+00:00
ASNS,250000,2024-12-11T19:45:03+00:00
ASNT,2700000,2024-12-11T19:45:03+00:00
ASO,750000,2024-12-11T19:45:03+00:00
ASOE,25000,2024-12-11T19:45:03+00:00
ASOMY,45000,2024-12-11T19:45:03+00:00
